,gap,plot,gap_type,spp,count,tph,vrp_baf3,n,baf,x_site_open,trans_tot,x_trans_tot,lai_4_ring,lai_5_ring,ms,ts,wd,gs,sb,fb,sl,rk,df,near_distance,azimuth1,azimuth_T,objectid,aspect_dem11,aspect_dem21,aspect_dem51,aspect_dem101,slope_dem_1m1,slope_dem2m1,slope_dem_5m1,slope_dem_10m1,zonal_unit,ss1,twi_10m,twi_5m,twi_2m,twi_1mfina,dem1,dem2,dem5,dem10,aspect_dem11T,aspect_dem21T,aspect_dem51T,aspect_dem101T,OBJECTID,Join_Count,TARGET_FID,Gap_area
531,139,495,S,NA,0,0,NA,NA,NA,27.69,10.72,36.62,1.31,1.45,5,5,5,30,20,5,0,5,25,1.69,155.56,0.089604962,495,241.757,238.022,224.662,216.83,12.7273,12.2245,11.3439,11.5351,IDFdk3,1,6.23854,6.41969,4.45825,3.71453,827.732,827.647,827.947,827.647,0.526787957,0.470406402,0.288734173,0.199582387,139,2,139,0.363782357
532,139,105,S,NA,0,0,NA,NA,NA,38.34,14.84,50.68,0.7,0.89,30,0,0,10,0,25,0,0,35,5.72,101.31,0.803882709,105,217.721,233.918,223.988,223.691,10.8326,12.1803,12.1566,12.1717,IDFdk3,1,7.10536,6.21659,4.83514,3.8377,826.778,826.708,826.785,826.708,0.209000657,0.411057509,0.280514727,0.276924339,139,2,139,0.363782357
533,14,331,S,NA,0,0,NA,NA,NA,15.83,8.72,29.78,2.07,2.2,0,0,15,20,10,15,5,0,35,1.49,240.26,0.503935033,331,167.89,180.223,221.398,225.149,7.22638,5.58896,5.4139,4.01687,IDFxm,1,8.77624,8.92598,2.9254,2.15935,781.796,781.749,781.71,781.749,0.022253363,7.57E-06,0.249865847,0.294734468,14,1,14,0.138417291
534,30,170,S,NA,0,0,NA,NA,NA,26.06,12.66,43.25,1.23,1.46,50,0,5,25,0,15,0,0,5,0.12,208.07,0.117626634,170,229.43,229.874,232.504,247.776,30.072,28.053,27.3502,22.3109,IDFxm,1,9.91231,6.03749,5.08512,4.22244,784.992,784.872,785.25,784.872,0.349623425,0.355529326,0.391293959,0.621771419,30,2,30,0.139643602
535,155,451,N,NA,0,0,NA,NA,NA,30.23,15.9,54.29,1.19,1.14,0,0,0,30,65,5,0,0,0,3.68,217.87,0.210594384,451,1.91027,358.96,353.497,356.914,14.3505,13.5944,14.2743,17.487,IDFdk3,8,7.46781,6.60096,3.79613,7.41903,854.538,854.766,854.563,854.766,1.999444257,1.999835267,1.993565927,1.998549854,155,14,155,2.175014789
536,155,528,N,NA,0,0,NA,NA,NA,21.74,9.33,31.87,1.82,1.56,75,5,5,0,0,10,0,0,5,0.54,204.92,0.09310301,528,348.267,348.501,346.707,344.884,69.6304,70.519,67.1198,60.2639,IDFdk3,5,8.48357,9.54172,4.33435,4.46261,876.556,876.982,877.394,876.982,1.979105851,1.979928184,1.973206971,1.965399847,155,14,155,2.175014789
537,155,545,N,NA,0,0,NA,NA,NA,38.78,17.03,58.16,0.85,0.84,0,0,5,30,50,10,0,0,5,3.98,29.45,1.870785085,545,337.642,343.468,348.844,352.201,32.6542,26.6988,28.3634,29.4346,IDFdk3,8,5.46598,5.37657,4.4178,4.98886,862.488,862.806,862.152,862.806,1.924825124,1.958660961,1.981104027,1.990750209,155,14,155,2.175014789
538,155,299,N,NA,0,0,NA,NA,NA,29.05,13.21,45.1,1.16,1.23,0,0,30,0,5,35,0,0,30,1.6,325.09,1.820052005,299,54.9735,40.5514,35.7083,23.4431,12.5842,9.69561,12.9253,15.2888,IDFdk3,8,6.9605,4.66667,5.21914,6.19497,858.353,858.392,858.458,858.392,1.573955243,1.75982304,1.811998985,1.917455617,155,14,155,2.175014789
539,5,477,S,NA,0,0,NA,NA,NA,40.25,14.44,49.3,0.78,0.76,0,0,20,25,0,15,NA,5,35,0.04,21.8,1.928485827,477,191.574,189.832,191.141,192.928,36.9646,36.4104,33.0177,32.9947,IDFdk3,8,7.96061,5.6809,5.32204,4.59001,875.277,874.752,875.482,874.752,0.020333605,0.014687318,0.018845353,0.025348023,5,18,5,1.976333276
540,5,595,S,NA,0,0,NA,NA,NA,21.06,10.89,37.2,1.54,1.57,40,0,10,30,5,10,0,0,5,1.47,254.74,0.736800402,595,217.06,218.906,229.242,237.403,40.4386,43.28,41.7319,31.3186,IDFdk3,8,8.79771,3.75317,2.39833,2.37072,860.543,860.264,860.5,860.264,0.201995147,0.221822616,0.347134478,0.461273326,5,18,5,1.976333276
541,6,79,S,NA,0,0,NA,NA,NA,32.42,11.37,38.84,1.06,1.07,15,5,25,5,15,5,0,0,30,0.77,251.57,0.683854176,79,201.493,208.956,191.503,206.36,18.5786,16.9161,21.9916,16.985,IDFdk3,8,7.39335,6.99655,6.79105,2.65009,847.67,847.344,847.804,847.344,0.069537662,0.125008244,0.020085736,0.103978044,6,3,6,0.211632356
542,5,261,S,NA,0,0,NA,NA,NA,33.97,12.23,41.78,1.02,1.09,5,0,10,15,25,15,5,0,25,0.43,146.31,0.167949052,261,170.776,171.508,173.435,181.043,39.8649,36.0941,32.2063,23.5359,IDFdk3,8,5.87422,6.14066,7.28275,3.87923,880.907,880.358,880.662,880.358,0.012930792,0.010963508,0.006557209,0.000165684,5,18,5,1.976333276
543,8,385,S,NA,0,0,NA,NA,NA,29.02,10.23,34.93,1.07,1.14,0,0,10,25,10,30,0,0,25,0.77,315,1.707106781,385,279.952,275.893,218.199,223.133,10.8374,10.4112,9.81227,9.19524,IDFdk3,8,6.2572,5.62083,5.50718,4.3587,880.152,880.099,880.257,880.099,1.172823086,1.10267101,0.214132314,0.270231382,8,5,8,0.778927778
544,20,9,S,NA,0,0,NA,NA,NA,31.72,11.04,37.7,1.02,1.06,20,5,10,5,0,10,0,0,50,0.58,281.31,1.196117291,9,265.904,259.379,249.94,259.247,9.04792,11.9979,11.809,12.4245,IDFdk3,1,7.85186,8.02276,6.6271,3.32692,880.297,880.331,880.224,880.331,0.92857219,0.815688397,0.656996001,0.813424523,20,13,20,1.537685424
545,20,491,S,NA,0,0,NA,NA,NA,36.31,14.22,48.55,0.72,0.97,40,0,30,0,0,0,20,0,10,1.65,344.05,1.961501869,491,269.803,261.461,266.28,267.53,13.5674,13.9046,13.578,12.5718,IDFdk3,1,4.63586,3.73066,3.43107,3.05589,877.23,877.29,876.942,877.29,0.996561708,0.851517421,0.935119357,0.956903719,20,13,20,1.537685424
546,21,304,S,NA,0,0,NA,NA,NA,25.93,13.02,44.48,1.33,1.28,35,0,0,15,10,15,5,0,20,2.73,54.46,1.581271174,304,251.371,272.784,274.893,269.909,9.38855,9.96774,10.7256,10.4172,IDFdk3,1,6.99654,5.37445,5.26759,3.01061,873.658,873.577,873.634,873.577,0.680561023,1.048570849,1.085295196,0.998411751,21,3,21,0.374814731
547,20,312,S,NA,0,0,NA,NA,NA,30.49,14.27,48.72,0.95,1.14,45,5,25,0,0,0,10,0,15,1.52,256.9,0.773348693,312,269.26,265.924,263.362,265.34,13,12.2579,11.9467,11.508,IDFdk3,1,7.22008,5.18807,3.7593,6.81056,883.818,883.753,883.829,883.753,0.987084923,0.928920369,0.884404045,0.918757295,20,13,20,1.537685424
548,20,235,S,NA,0,0,NA,NA,NA,17.27,8.52,29.11,1.8,1.81,50,5,20,5,5,5,0,0,10,2.55,314.26,1.697915467,235,283.807,281.464,287.263,285.439,13.3056,12.1017,12.9984,12.1284,IDFdk3,1,7.64227,6.39975,6.29707,6.5627,895.474,895.531,895.011,895.531,1.238652102,1.19875219,1.296758254,1.266212295,20,13,20,1.537685424
549,20,189,S,NA,0,0,NA,NA,NA,17.27,8.52,29.11,1.8,1.81,45,5,5,35,5,0,0,0,5,2.49,59.03,1.514589193,189,317.392,304.807,289.426,285.439,13.3141,12.1724,11.6818,12.1284,IDFdk3,1,4.50383,4.2322,4.75754,2.24422,895.717,895.891,895.595,895.891,1.73600257,1.570813886,1.332589119,1.266212295,20,13,20,1.537685424
550,17,280,S,NA,0,0,NA,NA,NA,46.05,19.09,65.2,0.45,0.62,0,0,35,40,5,15,0,0,10,3.65,280.3,1.178802215,280,272.05,272.069,286.008,300.413,12.624,14.9168,15.6423,15.8954,IDFdk3,1,4.38637,5.45605,5.51998,5.68476,855.043,855.135,855.097,855.135,1.035771616,1.036103015,1.275771571,1.506229449,17,7,17,0.994456709
551,17,541,S,NA,0,0,NA,NA,NA,37.65,14,47.82,0.74,0.9,75,0,5,15,5,0,0,0,0,0.66,119.74,0.503935033,541,249.084,240.311,243.755,247.954,26.0016,28.9303,26.6805,23.5102,IDFdk3,1,4.87236,3.64133,4.91996,5.95422,849.002,848.672,848.808,848.672,0.643001135,0.504708106,0.557789578,0.624649136,17,7,17,0.994456709
552,26,535,S,NA,0,0,NA,NA,NA,36.47,12.24,41.81,0.87,0.89,60,0,0,15,5,15,0,5,0,1.12,18.09,1.95056994,535,251.792,252.973,253.167,257.557,19.279,20.8084,22.8286,21.3894,IDFdk3,1,6.09844,4.55835,3.00953,3.62948,867.231,867.037,866.972,867.037,0.687532443,0.70717768,0.710416875,0.784531749,26,2,26,0.169712868
553,26,494,S,NA,0,0,NA,NA,NA,23.12,9.86,33.66,1.4,1.69,0,0,20,30,35,5,0,0,10,2.51,191.13,0.018808275,494,225.097,222.766,250.54,257.015,13.4018,18.9307,12.2097,14.5057,IDFdk3,1,5.09812,5.03022,4.55281,4.48564,869.258,869.025,869.156,869.025,0.294091342,0.265867076,0.66685131,0.775304043,26,2,26,0.169712868
554,21,432,N,NA,0,0,NA,NA,NA,24.96,10.19,34.8,1.55,1.41,90,0,0,5,0,5,0,0,0,0.33,94.76,0.91701786,432,268.318,266.187,279.506,260.948,10.946,11.1162,10.4514,10.0953,IDFdk3,1,5.9775,6.12556,6.6252,7.69371,879.316,879.33,879.296,879.33,0.970647778,0.933499707,1.165150889,0.842669202,21,3,21,0.374814731
555,20,20,S,NA,0,0,NA,NA,NA,25.45,9.59,32.74,1.26,1.3,5,0,45,20,10,5,0,0,25,2.25,28.86,1.875801708,20,285.93,292.958,286.046,279.564,11.3275,12.8056,11.9094,11.7844,IDFdk3,1,5.5777,5.32673,5.02596,6.16875,896.537,896.621,896.637,896.621,1.274462748,1.390056258,1.276409017,1.166149194,20,13,20,1.537685424
556,31,75,S,NA,0,0,NA,NA,NA,33.77,12.68,43.31,0.87,1.09,70,0,5,5,0,20,0,0,0,3.1,230.91,0.369459648,75,211.794,212.169,210.94,209.83,8.34526,7.43131,7.44806,7.53709,IDFdk3,1,8.27138,5.34359,5.27706,4.3428,907.719,907.632,907.627,907.632,0.150052129,0.153518644,0.142293823,0.132494881,31,7,31,0.628464811
557,31,597,S,NA,0,0,NA,NA,NA,29.66,13.39,45.72,1.17,1.26,20,0,20,50,0,5,0,0,5,0.57,204.88,0.092809072,597,236.789,244.009,256.895,245.76,3.18979,5.34307,4.8119,5.87786,IDFdk3,1,4.60078,4.40602,5.94771,1.74826,913.149,913.137,913.056,913.137,0.452276139,0.561770041,0.773263698,0.589440286,31,7,31,0.628464811
558,31,429,S,NA,0,0,NA,NA,NA,33.18,12.22,41.74,1.08,1.14,10,0,0,55,10,25,0,0,0,0.78,90,1,429,161.937,165.208,175.671,177.283,7.28822,6.52027,6.63193,6.56553,IDFdk3,1,6.27137,4.92642,4.83091,1.99135,913.68,913.649,913.623,913.649,0.04928384,0.033140954,0.002852944,0.001124146,31,7,31,0.628464811
559,31,470,S,NA,0,0,NA,NA,NA,30.35,12.66,43.22,1.08,1.13,0,0,30,35,30,5,0,0,0,0.08,200.56,0.063695061,470,175.699,169.555,176.187,177.283,8.61725,6.35648,6.98614,6.56553,IDFdk3,1,6.84075,5.94294,3.96652,3.58463,913.662,913.568,913.941,913.568,0.002816175,0.016570612,0.002213594,0.001124146,31,7,31,0.628464811
560,35,448,S,NA,0,0,NA,NA,NA,18.76,9.65,32.95,1.79,1.81,65,0,0,25,5,5,0,0,0,0.14,333.83,1.897489419,448,235.343,238.144,243.633,250.928,10.8768,11.0294,11.2172,11.0838,IDFdk3,1,7.46307,7.63967,3.06666,1.82582,893.505,893.357,893.316,893.357,0.431337649,0.472213784,0.555880787,0.673243929,35,2,35,0.122906358
561,165,85,N,NA,0,0,NA,NA,NA,12.27,6.09,20.81,2.51,2.42,20,0,20,10,5,30,0,0,15,1.63,268.02,0.965449359,85,14.4466,7.60464,1.91641,359.774,23.719,15.8945,26.1952,19.3007,IDFdk3,10,6.05794,5.38857,4.68653,3.28843,820.966,821.177,820.75,821.177,1.968380575,1.991204826,1.999440679,1.999992221,165,1,165,0.257805435
562,175,431,S,NA,0,0,NA,NA,NA,19.43,6.49,22.17,1.65,1.7,0,0,15,30,10,5,5,0,35,2.49,264.45,0.903285637,431,297.976,334.42,344.871,345.611,2.31436,9.31998,5.58275,5.12223,IDFdk3,1,5.96593,4.67873,4.8866,3.25947,956.653,956.689,956.571,956.689,1.469101673,1.901983298,1.965340654,1.968630888,175,16,175,2.037658975
563,174,27,N,NA,0,0,NA,NA,NA,20.25,9.48,32.37,1.62,1.66,30,0,10,35,5,15,0,0,5,0.55,246.8,0.60605809,27,6.54811,0.980231,2.44274,3.8206,20.3852,21.7187,22.3757,23.7094,IDFdk3,5,5.12584,4.77148,4.64098,4.53747,870.127,870.418,869.489,870.418,1.993476451,1.999853657,1.999091315,1.997777576,174,5,174,0.641080788
564,174,328,N,NA,0,0,NA,NA,NA,18.73,8.37,28.57,1.92,1.75,45,5,5,20,5,15,0,0,5,0.2,210.96,0.142473344,328,357.658,4.82501,6.23345,2.9566,33.5905,34.1638,35.165,35.7481,IDFdk3,5,9.61907,7.63065,4.95681,4.66814,874.444,874.968,874.839,874.968,1.999164709,1.996456238,1.994087743,1.998668891,174,5,174,0.641080788
565,111,439,S,NA,0,0,NA,NA,NA,47.52,18,61.49,0.44,0.61,0,5,5,55,15,15,0,0,5,3.27,319.4,1.759271307,439,355.249,352.268,0.0830135,359.084,10.8412,14.1884,15.376,16.2952,IDFdk3,8,9.30648,8.77453,7.57019,7.60013,794.469,794.555,794.424,794.555,1.996564057,1.990908213,1.99999895,1.999872207,111,15,111,1.504300554
566,175,457,S,NA,0,0,NA,NA,NA,48.92,17.98,61.39,0.45,0.53,0,0,10,5,10,55,0,0,20,3.33,282.75,1.220697435,457,47.31,52.0105,75.1131,55.5464,1.52581,1.74151,1.06195,0.684401,IDFdk3,1,8.95868,4.12844,6.13782,2.74548,959.281,959.307,959.326,959.307,1.678031393,1.615517054,1.256911836,1.565738647,175,16,175,2.037658975
567,175,500,S,NA,0,0,NA,NA,NA,31.99,11.72,40.04,0.94,1.14,10,0,15,50,0,15,0,0,10,2.24,112.4,0.618929624,500,22.3615,30.9583,11.3853,21.1037,2.55083,1.36966,1.36584,2.07571,IDFdk3,1,4.75055,4.35651,4.51297,4.13789,958.031,958.047,958.046,958.047,1.924801886,1.85754192,1.980321854,1.932930285,175,16,175,2.037658975
568,105,348,N,NA,0,0,NA,NA,NA,18.76,6.08,20.76,1.72,1.67,0,5,20,35,10,5,0,0,25,2.26,136.82,0.270792465,348,109.737,104.111,115.871,124.848,17.1336,14.0552,13.7853,12.5088,IDFdk3,8,7.2468,6.37053,6.98446,4.36691,902.68,902.582,902.81,902.582,0.662296837,0.756198791,0.563653575,0.428598708,105,9,105,1.131988392
569,118,202,N,NA,0,0,NA,NA,NA,21.75,9.69,33.08,1.68,1.5,35,0,5,20,20,10,0,0,10,1.05,3.58,1.998048586,202,85.283,78.4509,111.319,86.7649,10.0476,10.8606,8.02472,9.73529,IDFdk3,5,4.1387,4.1097,3.69442,3.51478,857.367,857.428,857.552,857.428,1.082234213,1.200207614,0.636439829,1.05643315,118,5,118,0.268791924
570,124,244,N,NA,0,0,NA,NA,NA,23.48,10.61,36.22,1.7,1.61,10,0,0,45,10,10,5,5,15,0.5,162.24,0.047657424,244,23.9202,34.9833,24.0289,26.7273,33.2506,26.1249,29.8957,38.1297,IDFdk3,5,6.84616,5.15735,4.27933,4.51002,913.96,914.363,913.918,914.363,1.914111063,1.81931919,1.913340183,1.893157198,124,2,124,0.147440583
571,66,458,S,NA,0,0,NA,NA,NA,24.32,8.64,29.52,1.31,1.33,25,5,10,25,5,5,5,0,20,1.33,323.97,1.80870912,458,331.335,294.587,274.991,248.302,9.15329,4.97745,2.68351,2.65419,IDFxm,1,7.0012,5.37182,2.9789,2.50197,796.381,796.46,796.256,796.46,1.877439352,1.416074482,1.08699926,0.630285676,66,2,66,0.136236432
572,155,440,S,NA,0,0,NA,NA,NA,40.84,18.86,64.4,0.68,0.84,0,0,25,10,10,30,0,0,25,0.56,233.13,0.399998571,440,30.21,32.9832,45.3086,51.449,8.81252,13.1554,14.6639,14.4314,IDFdk3,1,7.74039,6.21577,5.36624,4.56885,862.555,862.683,862.487,862.683,1.864186995,1.838830228,1.703288005,1.623211003,155,14,155,2.175014789
573,107,384,N,NA,0,0,NA,NA,NA,24.39,11.09,37.87,1.46,1.73,0,0,0,85,0,0,0,0,15,1.53,325.95,1.828549269,384,138.825,179.818,246.099,199.307,4.22166,3.84447,0.186427,0.557719,IDFdk3,NA,8.03627,10.1381,4.98781,2.8465,771.479,771.492,771.366,771.492,0.247297755,5.05E-06,0.594842457,0.056239435,107,1,107,0.376666545
574,117,521,S,NA,0,0,NA,NA,NA,26.67,11.62,39.69,1.48,1.27,5,5,15,5,20,10,0,0,40,0.59,210.96,0.142473344,521,344.3,340.544,338.367,353.552,16.0197,17.4002,15.66,13.3744,IDFdk3,1,11.4041,4.65624,2.31132,2.86361,832.236,832.551,832.152,832.551,1.962691746,1.942897558,1.929564307,1.993674186,117,1,117,0.141397244
575,122,90,N,NA,0,0,NA,NA,NA,24.06,8.56,29.23,1.5,1.51,5,0,5,0,0,0,0,85,5,0.47,289.12,1.327547728,90,246.941,248.066,238.447,237.965,69.4636,70.784,70.747,70.9793,IDFxm,2,4.93379,5.3893,5.7484,6.37085,812.737,812.049,813.984,812.049,0.608321194,0.626461694,0.476712946,0.469562792,122,4,122,0.197340528
576,122,175,N,NA,0,0,NA,NA,NA,28,10.98,37.5,1.32,1.31,0,0,0,5,25,5,40,5,20,4.57,61.68,1.474395525,175,218.854,218.969,220.52,223.44,65.5557,65.8535,64.0438,62.0858,IDFxm,2,6.50583,10.3326,6.47215,2.8472,805.821,805.345,806.8,805.345,0.221252941,0.222513657,0.239820781,0.273905184,122,4,122,0.197340528
577,111,496,S,NA,0,0,NA,NA,NA,22.11,9.75,33.31,1.42,1.45,20,5,5,35,10,25,0,0,0,0.41,282.29,1.212859856,496,320.979,316.106,323.21,326.568,19.3073,16.8791,18.3639,18.866,IDFdk3,8,10.9643,6.01004,10.7688,6.61355,795.338,795.319,795.591,795.319,1.776915251,1.720623721,1.800835908,1.834540287,111,15,111,1.504300554
578,151,350,S,NA,0,0,NA,NA,NA,24.35,10.94,37.35,1.43,1.59,5,0,5,25,20,20,0,0,25,2.4,133.3,0.314181647,350,251.297,242.021,276.224,315.803,4.54447,5.37788,7.39328,15.7003,IDFdk3,8,6.30264,8.51665,4.98967,2.51707,829.857,829.816,829.873,829.816,0.679337414,0.530852086,1.108415775,1.71694711,151,5,151,0.622879505
579,144,358,S,NA,0,0,NA,NA,NA,28.47,11.13,38.01,1.22,1.24,15,0,5,50,10,10,0,0,10,1.37,0,2,358,209.217,211.266,240.93,256.076,6.94602,7.01472,7.47485,10.3366,IDFdk3,1,7.26713,7.23188,5.78892,6.93799,845.563,845.54,845.557,845.54,0.127222712,0.145233031,0.514122192,0.759365366,144,2,144,0.1137125
580,134,260,S,NA,0,0,NA,NA,NA,36.57,16.55,56.51,0.7,1.12,0,0,10,15,5,5,0,0,65,1.03,63.43,1.447290848,260,177.902,175.46,174.059,172.795,11.2754,11.3312,10.8274,12.7843,IDFdk3,1,8.21258,3.8177,3.59506,2.9196,862.864,862.815,863.079,862.815,0.000670328,0.003137684,0.005370994,0.00789624,134,7,134,0.779716566
581,133,275,S,NA,0,0,NA,NA,NA,39.11,15.44,52.74,0.73,0.8,25,5,5,25,20,10,0,0,10,0.9,330.95,1.874196298,275,169.593,168.458,165.018,169.592,35.4984,31.9125,34.0202,21.8128,IDFdk3,1,7.46338,6.31328,4.72715,5.26245,848.132,847.561,849.109,847.561,0.016450591,0.020221703,0.033992911,0.016453744,133,3,133,0.515212038
582,136,342,S,NA,0,0,NA,NA,NA,21.73,8.12,27.74,1.6,1.52,25,0,5,20,15,10,0,0,25,0.29,225,0.292893219,342,218.143,217.969,205.085,216.531,12.1008,12.9309,14.0513,14.1566,IDFdk3,1,7.88713,5.27515,5.24676,6.27114,835.097,835.013,835.357,835.013,0.21352828,0.211656257,0.094320177,0.196465087,136,2,136,0.158113085
583,136,520,S,NA,0,0,NA,NA,NA,29.72,11.51,39.31,1.24,1.23,0,0,15,10,15,10,0,5,45,1.32,210.96,0.142473344,520,198.239,195.676,197.163,194.902,21.0006,19.6954,16.1277,15.0515,IDFdk3,1,6.32696,5.83544,5.14999,4.08238,826.73,826.574,826.982,826.574,0.050240768,0.037194989,0.044530877,0.033632897,136,2,136,0.158113085
584,143,156,S,NA,0,0,NA,NA,NA,27.44,12.01,41.01,1.21,1.56,25,0,5,0,0,25,15,0,30,0.14,108.67,0.679883011,156,235.267,239.174,236.514,236.942,11.1932,11.401,11.3014,11.3089,IDFdk3,1,5.51155,5.56295,6.05745,3.48625,830.65,830.66,830.454,830.66,0.43024705,0.487567404,0.448266788,0.454512266,143,1,143,0.114351683
585,135,214,S,NA,0,0,NA,NA,NA,28.04,11.17,38.14,1.07,1.41,10,0,15,20,5,15,10,0,25,3.52,210.96,0.142473344,214,233.526,240.035,230.052,213.927,10.3559,10.5146,8.96863,9.36668,IDFdk3,1,8.80617,6.92142,3.48802,3.16003,838.086,838.104,838.364,838.104,0.405542053,0.500529118,0.357907895,0.170250638,135,1,135,0.22949349
586,138,70,S,NA,0,0,NA,NA,NA,33.69,13.94,47.59,0.94,1.07,40,5,10,10,10,0,0,0,25,0.78,323.13,1.799998928,70,236.798,232.196,232.822,226.226,18.1374,18.533,17.7529,15.5571,IDFdk3,1,6.53962,5.66186,3.98212,4.37215,838.385,838.151,838.468,838.151,0.452407568,0.387037785,0.395706775,0.308184422,138,3,138,0.155868108
587,29,398,S,NA,0,0,NA,NA,NA,22.31,8.04,27.44,1.44,1.55,20,0,5,40,10,15,0,0,10,3.05,70.67,1.33100852,398,146.518,157.102,182.543,227.935,5.59816,6.86786,2.66895,7.70525,IDFxm,1,7.55934,5.74581,4.81334,3.6543,772.237,772.236,772.393,772.236,0.165940823,0.078801012,0.000984796,0.330026753,29,1,29,0.226082338
588,30,42,S,NA,0,0,NA,NA,NA,23.96,8.83,30.15,1.41,1.62,30,5,5,50,0,5,0,0,5,0.74,211.06,0.143372516,42,217.291,218.17,222.608,238.553,24.3706,19.7823,19.1125,14.0099,IDFxm,1,8.88912,9.04654,10.2938,3.70577,786.618,786.293,787.142,786.293,0.204431341,0.213819417,0.26399743,0.478290372,30,2,30,0.139643602
589,34,407,S,NA,0,0,NA,NA,NA,29.55,13.05,44.57,1.11,1.22,0,0,15,15,10,20,0,5,35,0.93,53.13,1.600001429,407,215.533,218.894,223.359,223.294,13.671,15.2567,17.3905,17.0335,IDFxm,1,5.71158,5.22402,3.15402,5.90913,757.279,757.188,757.264,757.188,0.186219078,0.221691096,0.272933846,0.272155428,34,2,34,0.110996364
590,5,34,S,NA,0,0,NA,NA,NA,27.42,9.77,33.38,1.27,1.23,5,0,15,35,0,20,0,0,25,0.42,69.44,1.35118807,34,265.4,246.193,252.308,260.123,11.3785,12.634,12.1247,11.9489,IDFdk3,1,4.19006,4.17581,2.90465,2.4184,880.05,879.968,879.932,879.968,0.919801076,0.596342923,0.696099959,0.828466362,5,18,5,1.976333276
591,5,420,S,NA,0,0,NA,NA,NA,42.98,18.84,64.35,0.54,0.7,0,0,5,10,0,15,50,0,20,2.09,55,1.573576436,420,286.882,245.959,237.624,235.427,12.5686,13.3461,14.9838,13.1056,IDFdk3,1,8.29199,6.37786,6.64567,7.25856,879.484,879.446,879.618,879.446,1.290401587,0.592609742,0.464526923,0.432544212,5,18,5,1.976333276
592,8,16,S,NA,0,0,NA,NA,NA,30.59,11.71,40,1.14,1.08,20,5,10,10,0,20,0,0,35,0.17,135,0.292893219,16,337.648,345.156,344.403,341.13,69.0761,72.3152,58.5867,43.2643,IDFdk3,8,8.29113,7.83162,4.5402,2.17794,868.108,868.445,867.951,868.445,1.924864954,1.966626935,1.963176646,1.946254832,8,5,8,0.778927778
593,5,186,S,NA,0,0,NA,NA,NA,29.61,8.48,28.97,1.17,1.23,0,0,5,15,50,5,5,0,20,0.8,270,1,186,293.437,285.449,264.676,242.852,12.2245,12.274,11.8711,11.6003,IDFdk3,1,4.80898,5.05804,4.31686,2.30974,887.103,887.073,887.266,887.073,1.397740468,1.266380526,0.907212332,0.54370947,5,18,5,1.976333276
594,19,336,S,NA,0,0,NA,NA,NA,27.25,8.04,27.46,1.18,1.22,0,0,20,0,0,0,50,0,30,1.61,305.54,1.581271174,336,246.795,265.461,271.777,271.779,14.129,13.2607,12.8104,12.3067,IDFdk3,1,8.8266,10.1802,7.79546,1.596,875.404,875.245,875.478,875.245,0.605977882,0.920862342,1.031009529,1.031044419,19,1,19,0.173592561
595,20,324,S,NA,0,0,NA,NA,NA,27.51,13.07,44.62,1.08,1.31,30,0,10,5,0,15,20,0,20,1.05,14.6,1.96770917,324,258.662,264.729,264.971,256.132,12.6936,11.5237,10.3442,10.6701,IDFdk3,1,7.59203,6.36473,4.52273,4.42357,881.314,881.261,881.246,881.261,0.803403531,0.908133406,0.912340049,0.760314145,20,13,20,1.537685424
596,20,428,S,NA,0,0,NA,NA,NA,22.49,11.59,39.59,1.43,1.5,35,0,35,0,0,5,0,0,25,1.37,117.21,0.542746847,428,249.304,260.079,254.787,258.906,10.7851,12.3149,11.3935,11.7059,IDFdk3,1,4.87951,4.24276,3.22419,2.56292,885.38,885.37,885.161,885.37,0.646590463,0.82770985,0.737591873,0.807580795,20,13,20,1.537685424
597,20,239,S,NA,0,0,NA,NA,NA,26.98,12.93,44.16,1.16,1.33,40,0,20,5,0,5,5,0,25,1.66,219.44,0.22770974,239,291.161,284.757,276.354,273.908,12.9072,11.524,11.2679,11.6365,IDFdk3,1,8.03499,6.1109,6.46385,3.0978,887.749,887.817,887.507,887.817,1.360989874,1.254720093,1.110671048,1.068154593,20,13,20,1.537685424
598,20,155,S,NA,0,0,NA,NA,NA,24.47,11.78,40.21,1.34,1.34,15,0,40,5,0,5,15,0,20,0.72,260.54,0.835640992,155,293.562,285.241,289.664,277.295,16.1656,14.8839,13.5347,13.0417,IDFdk3,1,9.9846,9.66676,4.88456,6.6589,889.665,889.676,889.776,889.676,1.39974119,1.262879663,1.336503649,1.126978049,20,13,20,1.537685424
599,17,203,S,NA,0,0,NA,NA,NA,26.73,7.49,25.57,1.35,1.2,20,0,25,0,0,5,0,0,55,0.57,188.13,0.010050254,203,297.094,284.181,259.023,252.246,21.7966,26.507,23.8757,23.0788,IDFdk3,1,5.79869,6.72756,5.43669,2.32615,849.055,849.015,848.591,849.015,1.455451682,1.244985892,0.80958507,0.695069212,17,7,17,0.994456709
600,31,139,S,NA,0,0,NA,NA,NA,17.57,8.73,29.82,1.78,1.82,60,0,0,10,20,0,0,0,10,1.38,213.69,0.167949052,139,174.662,172.171,169.92,175.675,4.95312,6.02693,6.6302,6.86411,IDFdk3,1,5.13656,5.74213,3.62252,7.81466,911.212,911.184,911.135,911.184,0.004336783,0.009320978,0.015435665,0.002847677,31,7,31,0.628464811
